생성시간, 예측시간, 지점코드, 지점이름, 지수, 지수단계, 수정사유
2021-09-01,2021-09-01 00:00,AA_0006,동해남부,4,LV1,00
2021-09-01,2021-09-01 06:00,AA_0006,동해남부,3,LV2,00
2021-09-01,2021-09-01 12:00,AA_0006,동해남부,3,LV2,00
2021-09-01,2021-09-01 18:00,AA_0006,동해남부,3,LV2,00
2021-09-01,2021-09-02 00:00,AA_0006,동해남부,3,LV2,00
2021-09-01,2021-09-02 06:00,AA_0006,동해남부,3,LV2,00
2021-09-01,2021-09-02 12:00,AA_0006,동해남부,3,LV2,00
2021-09-01,2021-09-02 18:00,AA_0006,동해남부,3,LV2,00
2021-09-01,2021-09-03 00:00,AA_0006,동해남부,3,LV2,00
2021-09-01,2021-09-03 06:00,AA_0006,동해남부,4,LV1,00
2021-09-01,2021-09-03 12:00,AA_0006,동해남부,4,LV1,00
2021-09-01,2021-09-03 18:00,AA_0006,동해남부,3,LV2,00
2021-09-01,2021-09-01 00:00,AA_0007,동해중부,4,LV1,00
2021-09-01,2021-09-01 06:00,AA_0007,동해중부,3,LV2,00
2021-09-01,2021-09-01 12:00,AA_0007,동해중부,2,LV3,00
2021-09-01,2021-09-01 18:00,AA_0007,동해중부,2,LV3,00
2021-09-01,2021-09-02 00:00,AA_0007,동해중부,3,LV2,00
2021-09-01,2021-09-02 06:00,AA_0007,동해중부,3,LV2,00
2021-09-01,2021-09-02 12:00,AA_0007,동해중부,3,LV2,00
2021-09-01,2021-09-02 18:00,AA_0007,동해중부,4,LV1,00
2021-09-01,2021-09-03 00:00,AA_0007,동해중부,4,LV1,00
2021-09-01,2021-09-03 06:00,AA_0007,동해중부,4,LV1,00
2021-09-01,2021-09-03 12:00,AA_0007,동해중부,4,LV1,00
2021-09-01,2021-09-03 18:00,AA_0007,동해중부,4,LV1,00
