생산일,코드,권역,지역,예측일자,갈라짐시작시간,갈라짐종료시간,체험시간,체험시간점수,최저기온,평균기온,최고기온,기온점수,최저풍속,평균풍속,최대풍속,풍속점수,날씨,날씨점수,총점수,예보지수
20210712,SD10,남해동부,소매물도,20210712,13:52,18:00,4.13,5,24,25,26,5,4,5,6,3,3,3,4.50,좋음
20210712,SD11,남해동부,동섬,20210712,14:28,17:18,2.83,4,27,29,30,5,3,5,7,3,3,3,3.80,보통
20210712,SD19,남해서부,우도,20210712,13:47,18:00,4.22,5,28,29,31,5,2,4,6,3,3,3,4.50,좋음
20210712,SD20,황해중부,선재도,20210712,09:00,16:14,7.23,5,22,22,23,4,0,3,7,3,3,3,4.45,좋음
20210712,SD21,황해남부,화도,20210712,09:00,18:00,9.00,5,24,25,25,5,4,6,8,3,3,3,4.50,좋음
20210712,SD22,남해서부,대섬,20210712,16:54,18:00,1.10,3,25,25,26,5,3,4,6,3,3,3,3.10,보통
20210712,SD4,황해중부,제부도,20210712,09:00,16:40,7.67,5,21,23,24,4,1,3,8,3,4,2,4.30,좋음
20210712,SD5,제주도,서건도,20210712,13:32,18:00,4.47,5,27,28,28,5,2,3,4,4,4,2,4.45,좋음
20210712,SD6,황해중부,실미도,20210712,10:12,15:08,4.93,5,21,22,22,4,1,3,6,3,3,3,4.45,좋음
20210712,SD8,황해중부,웅도,20210712,09:00,16:55,7.92,5,22,24,24,5,2,4,5,3,3,3,4.50,좋음
20210712,SD9,황해중부,소야도,20210712,10:25,14:49,4.40,5,21,21,22,4,3,4,5,3,1,5,4.75,매우좋음
20210712,SD10,남해동부,소매물도,20210713,14:35,18:00,3.42,5,24,25,26,5,4,4,5,3,1,5,4.80,매우좋음
20210712,SD11,남해동부,동섬,20210713,15:12,17:50,2.63,4,27,28,29,5,3,5,6,3,4,2,3.65,보통
20210712,SD19,남해서부,우도,20210713,14:27,18:00,3.55,5,27,28,29,5,2,3,5,3,3,3,4.50,좋음
20210712,SD20,황해중부,선재도,20210713,09:30,16:47,7.28,5,22,22,23,4,4,5,7,3,4,2,4.30,좋음
20210712,SD21,황해남부,화도,20210713,09:00,18:00,9.00,5,23,24,25,5,5,6,7,3,3,3,4.50,좋음
20210712,SD22,남해서부,대섬,20210713,17:43,18:00,0.28,1,24,25,25,5,2,4,5,3,3,3,1.00,매우나쁨
20210712,SD4,황해중부,제부도,20210713,09:03,17:14,8.18,5,22,23,23,4,1,3,5,3,4,2,4.30,좋음
20210712,SD5,제주도,서건도,20210713,14:14,18:00,3.77,5,26,27,28,5,2,3,4,4,3,3,4.60,좋음
20210712,SD6,황해중부,실미도,20210713,10:46,15:43,4.95,5,21,22,22,4,3,5,6,3,4,2,4.30,좋음
20210712,SD8,황해중부,웅도,20210713,09:00,17:31,8.52,5,22,23,23,4,5,7,9,2,4,2,4.20,좋음
20210712,SD9,황해중부,소야도,20210713,10:57,15:26,4.48,5,21,22,23,4,5,7,8,3,4,2,4.30,좋음
20210712,SD10,남해동부,소매물도,20210714,15:23,18:00,2.62,4,24,25,26,5,3,4,4,4,1,5,4.20,좋음
20210712,SD11,남해동부,동섬,20210714,16:08,18:00,1.87,3,27,28,30,5,3,4,6,3,3,3,3.10,보통
20210712,SD19,남해서부,우도,20210714,09:00,09:38,0.63,2,27,29,29,5,2,3,4,4,4,2,2.35,나쁨
20210712,SD19,남해서부,우도,20210714,15:11,18:00,2.82,4,27,29,29,5,2,3,4,4,4,2,3.75,보통
20210712,SD20,황해중부,선재도,20210714,10:04,17:22,7.30,5,22,22,23,4,3,5,6,3,4,2,4.30,좋음
20210712,SD21,황해남부,화도,20210714,09:00,18:00,9.00,5,24,24,25,5,4,5,6,3,4,2,4.35,좋음
20210712,SD4,황해중부,제부도,20210714,09:37,17:52,8.25,5,22,23,24,4,1,4,5,3,4,2,4.30,좋음
20210712,SD5,제주도,서건도,20210714,09:00,09:02,0.03,1,27,27,28,5,2,3,4,4,3,3,1.00,매우나쁨
20210712,SD5,제주도,서건도,20210714,14:59,18:00,3.02,5,27,27,28,5,2,3,4,4,4,2,4.45,좋음
20210712,SD6,황해중부,실미도,20210714,11:20,16:19,4.98,5,21,22,23,4,3,4,5,3,4,2,4.30,좋음
20210712,SD8,황해중부,웅도,20210714,09:25,18:00,8.58,5,22,23,24,4,5,7,8,3,4,2,4.30,좋음
20210712,SD9,황해중부,소야도,20210714,11:29,16:04,4.58,5,21,22,23,4,6,7,8,3,4,2,4.30,좋음
