생산일,코드,권역,지역,예측일자,갯벌열림시간,갯벌닫힘시간,체험시간,체험시간점수,최저기온,평균기온,최고기온,기온점수,최저풍속,평균풍속,최대풍속,풍속점수,날씨,날씨점수,총점수,예보지수
20210714,TL2,황해중부,백미리마을,20210714,10:55,16:55,6.00,5,29,30,31,5,1,5,7,3,4,2,4.15,좋음
20210714,TL3,남해동부,문항마을,20210714,0:00,0:00,0.00,0,26,27,27,5,1,5,6,3,3,3,0.00,체험불가
20210714,TL5,황해남부,만돌마을,20210714,09:00,13:10,4.17,5,26,26,27,5,4,5,7,3,4,2,4.15,좋음
20210714,TL6,황해남부,하전마을,20210714,10:40,14:40,4.00,5,26,27,27,5,3,4,5,3,4,2,4.15,좋음
20210714,TL9,황해중부,월하성마을,20210714,10:40,14:40,4.00,5,27,28,29,5,5,5,6,3,4,2,4.15,좋음
20210714,TL10,황해중부,선감마을,20210714,11:50,14:50,3.00,5,23,24,24,5,2,4,6,3,4,2,4.15,좋음
20210714,TL13,황해남부,돌머리마을,20210714,10:40,14:40,4.00,5,30,31,32,5,5,6,7,3,4,2,4.15,좋음
20210714,TL17,황해남부,신시도마을,20210714,09:00,15:40,6.67,5,24,25,26,5,4,5,7,3,4,2,4.15,좋음
20210714,TL20,남해동부,다대마을,20210714,16:00,17:50,1.83,4,25,25,26,5,3,4,5,3,1,5,4.12,좋음
20210714,TL21,남해동부,냉천마을,20210714,16:40,18:00,1.33,3,26,27,27,5,3,4,6,3,3,3,3.10,보통
20210714,TL25,황해중부,병술만마을,20210714,11:10,15:10,4.00,5,23,24,24,5,5,6,6,3,4,2,4.15,좋음
20210714,TL31,남해서부,백사마을,20210714,0:00,0:00,0.00,0,27,30,31,5,4,4,5,3,4,2,0.00,체험불가
20210714,TL32,남해서부,장양마을,20210714,16:10,18:00,1.83,4,27,29,29,5,3,4,4,4,3,3,3.85,보통
20210714,TL33,남해서부,거차마을,20210714,10:00,18:00,8.00,5,26,28,29,5,3,4,5,3,3,3,4.35,좋음
20210714,TL34,황해남부,죽림마을,20210714,09:00,10:00,1.00,3,28,30,30,5,5,6,8,3,3,3,3.10,보통
20210714,TL2,황해중부,백미리마을,20210715,11:30,17:30,6.00,5,24,28,31,5,3,4,5,3,4,2,4.15,좋음
20210714,TL3,남해동부,문항마을,20210715,0:00,0:00,0.00,0,25,27,27,5,1,3,4,4,3,3,0.00,체험불가
20210714,TL5,황해남부,만돌마을,20210715,10:10,13:40,3.50,5,24,25,26,5,1,3,5,3,4,2,4.15,좋음
20210714,TL6,황해남부,하전마을,20210715,11:20,15:20,4.00,5,23,24,27,5,1,3,6,3,4,2,4.15,좋음
20210714,TL9,황해중부,월하성마을,20210715,11:20,15:20,4.00,5,26,28,29,5,2,3,4,4,3,3,4.47,좋음
20210714,TL10,황해중부,선감마을,20210715,12:30,15:30,3.00,5,22,24,25,5,2,3,4,4,4,2,4.28,좋음
20210714,TL13,황해남부,돌머리마을,20210715,11:20,15:20,4.00,5,27,29,30,5,4,4,5,3,4,2,4.15,좋음
20210714,TL17,황해남부,신시도마을,20210715,10:20,16:20,6.00,5,24,24,25,5,1,3,4,4,4,2,4.28,좋음
20210714,TL20,남해동부,다대마을,20210715,0:00,0:00,0.00,0,25,25,26,5,3,4,4,4,3,3,0.00,체험불가
20210714,TL21,남해동부,냉천마을,20210715,0:00,0:00,0.00,0,25,26,27,5,1,3,5,3,3,3,0.00,체험불가
20210714,TL25,황해중부,병술만마을,20210715,11:40,15:40,4.00,5,23,23,24,4,3,4,5,3,4,2,4.10,좋음
20210714,TL31,남해서부,백사마을,20210715,09:00,10:00,1.00,3,28,29,30,5,4,5,6,3,3,3,3.10,보통
20210714,TL32,남해서부,장양마을,20210715,0:00,0:00,0.00,0,27,29,30,5,2,4,4,4,4,2,0.00,체험불가
20210714,TL33,남해서부,거차마을,20210715,10:00,18:00,8.00,5,27,28,28,5,2,4,4,4,4,2,4.28,좋음
20210714,TL34,황해남부,죽림마을,20210715,09:00,10:40,1.67,4,27,29,30,5,4,6,7,3,4,2,3.52,보통
20210714,TL2,황해중부,백미리마을,20210716,12:10,18:00,5.83,5,25,27,29,5,1,3,5,3,3,3,4.35,좋음
20210714,TL3,남해동부,문항마을,20210716,0:00,0:00,0.00,0,25,26,27,5,2,3,4,4,1,5,0.00,체험불가
